epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,74.8447,0.79685,0.58869,1.01821,0.9203,0.84109,0.90308,0.76825,0.68684,0.4611,0.90955,5.77388e-05,5.77388e-05,5.77388e-05
28,77.4495,0.77755,0.61806,1.01774,0.92126,0.83631,0.90307,0.76895,0.68243,0.46049,0.90821,5.53826e-05,5.53826e-05,5.53826e-05
29,80.0617,0.79146,0.61046,1.00147,0.90846,0.84574,0.90251,0.76756,0.68182,0.45687,0.90775,5.30264e-05,5.30264e-05,5.30264e-05
30,82.5169,0.75128,0.58973,1.00108,0.91927,0.83783,0.90382,0.7691,0.6762,0.45142,0.9054,5.06702e-05,5.06702e-05,5.06702e-05
31,85.1351,0.76955,0.59498,0.99961,0.91957,0.84243,0.9087,0.77079,0.66929,0.44851,0.90149,4.8314e-05,4.8314e-05,4.8314e-05
32,87.7118,0.80906,0.60022,1.00249,0.91691,0.84901,0.90891,0.77516,0.66469,0.44894,0.89885,4.59578e-05,4.59578e-05,4.59578e-05
33,90.2943,0.70168,0.54681,0.99094,0.91571,0.85145,0.91038,0.777,0.66033,0.44659,0.8965,4.36016e-05,4.36016e-05,4.36016e-05
34,92.8747,0.78322,0.59066,0.99581,0.91949,0.84445,0.91003,0.77933,0.65563,0.44335,0.89406,4.12454e-05,4.12454e-05,4.12454e-05
35,95.4658,0.73139,0.56005,0.98984,0.91455,0.84103,0.91158,0.77735,0.65284,0.44104,0.89292,3.88892e-05,3.88892e-05,3.88892e-05
36,97.9485,0.7484,0.59398,1.00092,0.92514,0.83478,0.90923,0.77708,0.65282,0.43958,0.89166,3.6533e-05,3.6533e-05,3.6533e-05
37,100.444,0.72707,0.54228,0.96429,0.91958,0.83862,0.90923,0.77953,0.65167,0.43759,0.89066,3.41768e-05,3.41768e-05,3.41768e-05
38,103.034,0.75326,0.55274,0.98101,0.91335,0.84264,0.91047,0.7816,0.6468,0.4359,0.88867,3.18206e-05,3.18206e-05,3.18206e-05
39,105.618,0.74685,0.56988,0.99595,0.90833,0.85017,0.9103,0.78462,0.64196,0.43132,0.88715,2.94644e-05,2.94644e-05,2.94644e-05
40,108.182,0.75879,0.57264,0.98328,0.90448,0.85309,0.91134,0.78477,0.63873,0.42796,0.88592,2.71082e-05,2.71082e-05,2.71082e-05
41,111.469,0.78815,0.68657,0.98518,0.89356,0.86476,0.91138,0.78113,0.64217,0.43405,0.88731,2.4752e-05,2.4752e-05,2.4752e-05
42,114.002,0.80066,0.68782,0.97976,0.87114,0.87627,0.9116,0.77909,0.64855,0.44426,0.89072,2.23958e-05,2.23958e-05,2.23958e-05
43,116.473,0.75916,0.63987,0.98324,0.86662,0.8785,0.91148,0.77997,0.6525,0.44657,0.89171,2.00396e-05,2.00396e-05,2.00396e-05
44,118.939,0.74591,0.56765,0.94964,0.87161,0.87416,0.91048,0.7779,0.65464,0.44802,0.89225,1.76834e-05,1.76834e-05,1.76834e-05
45,121.399,0.76323,0.59454,0.95225,0.87723,0.87049,0.91007,0.77836,0.65581,0.44688,0.8915,1.53272e-05,1.53272e-05,1.53272e-05
46,123.843,0.74137,0.52665,0.979,0.88113,0.8667,0.90962,0.77676,0.65571,0.44651,0.89117,1.2971e-05,1.2971e-05,1.2971e-05
47,126.319,0.75132,0.55194,0.94339,0.87959,0.86687,0.90989,0.77542,0.65659,0.44593,0.89142,1.06148e-05,1.06148e-05,1.06148e-05
48,128.778,0.73088,0.53612,0.94044,0.87897,0.86672,0.91044,0.7767,0.65694,0.44589,0.89115,8.2586e-06,8.2586e-06,8.2586e-06
49,131.25,0.73012,0.51479,0.94694,0.88315,0.86437,0.91103,0.77743,0.6566,0.44455,0.89108,5.9024e-06,5.9024e-06,5.9024e-06
50,133.712,0.80291,0.59921,0.98599,0.88012,0.86541,0.90993,0.77747,0.65859,0.44729,0.89185,3.5462e-06,3.5462e-06,3.5462e-06
