epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,1004.46,1.1813,1.09678,1.27486,0.689,0.63554,0.67962,0.48981,0.84718,0.8756,1.09601,0.000502001,0.000502001,0.000502001
27,1042.81,1.16433,1.06655,1.25812,0.66237,0.64894,0.68746,0.50115,0.85513,0.86379,1.08878,0.000497986,0.000497986,0.000497986
28,1080.93,1.15965,1.07383,1.27281,0.68927,0.63946,0.70214,0.52044,0.83058,0.81129,1.07027,0.000493972,0.000493972,0.000493972
29,1119.3,1.15149,1.06242,1.26129,0.67926,0.6593,0.66938,0.48845,0.85157,0.86161,1.088,0.000489957,0.000489957,0.000489957
30,1157.83,1.16443,1.06882,1.26388,0.71107,0.62026,0.67073,0.48258,0.85769,0.86926,1.09917,0.000485942,0.000485942,0.000485942
31,1196.35,1.15199,1.05643,1.26021,0.68396,0.6321,0.68396,0.50453,0.83938,0.84873,1.08358,0.000481928,0.000481928,0.000481928
32,1234.6,1.1417,1.04178,1.25945,0.6804,0.68158,0.70018,0.52276,0.8234,0.81198,1.07437,0.000477913,0.000477913,0.000477913
33,1273.46,1.12826,1.01779,1.2431,0.71808,0.68009,0.70532,0.52356,0.8183,0.80598,1.08608,0.000473899,0.000473899,0.000473899
34,1311.97,1.12948,1.00684,1.24133,0.63005,0.65316,0.66617,0.49481,0.79967,0.86714,1.06799,0.000469884,0.000469884,0.000469884
35,1350.26,1.12845,1.02592,1.24219,0.70253,0.6392,0.68899,0.516,0.80648,0.84747,1.06764,0.000465869,0.000465869,0.000465869
36,1388.33,1.1268,1.02407,1.25331,0.68776,0.67932,0.70513,0.52121,0.80847,0.77441,1.07267,0.000461855,0.000461855,0.000461855
37,1426.4,1.1215,0.99136,1.2357,0.73126,0.65324,0.70792,0.5218,0.80733,0.80317,1.06791,0.00045784,0.00045784,0.00045784
38,1464.58,1.09971,0.9692,1.22163,0.71997,0.67102,0.70631,0.52306,0.80922,0.79544,1.07308,0.000453826,0.000453826,0.000453826
39,1503.46,1.11819,0.9786,1.23151,0.76027,0.68362,0.72015,0.53229,0.82179,0.7925,1.07566,0.000449811,0.000449811,0.000449811
40,1541.86,1.10787,0.98028,1.22746,0.72491,0.64692,0.70809,0.53026,0.79521,0.7993,1.06584,0.000445796,0.000445796,0.000445796
41,1579.72,1.08949,0.95972,1.22494,0.77574,0.63692,0.72355,0.5396,0.80591,0.78164,1.07312,0.000441782,0.000441782,0.000441782
42,1617.99,1.08637,0.96463,1.22476,0.72545,0.65277,0.71807,0.53851,0.79691,0.78422,1.06643,0.000437767,0.000437767,0.000437767
43,1656.28,1.10477,0.96038,1.22456,0.70578,0.67617,0.71324,0.53513,0.82321,0.78176,1.07584,0.000433753,0.000433753,0.000433753
44,1694.4,1.08855,0.94785,1.21674,0.6956,0.65752,0.69264,0.52064,0.80849,0.79901,1.07077,0.000429738,0.000429738,0.000429738
45,1732.58,1.0784,0.9327,1.2064,0.72337,0.67099,0.70948,0.53011,0.8183,0.81806,1.07763,0.000425723,0.000425723,0.000425723
46,1771.17,1.07027,0.9266,1.1989,0.77095,0.66673,0.72125,0.53439,0.81363,0.7955,1.07049,0.000421709,0.000421709,0.000421709
47,1809.63,1.0768,0.92991,1.21137,0.73249,0.66555,0.71324,0.53952,0.79193,0.79219,1.0589,0.000417694,0.000417694,0.000417694
48,1847.96,1.05577,0.91224,1.20144,0.78268,0.64202,0.72508,0.55005,0.80824,0.77317,1.07443,0.000413679,0.000413679,0.000413679
49,1886.58,1.08372,0.93151,1.21479,0.69982,0.67829,0.72225,0.54336,0.80995,0.78274,1.07256,0.000409665,0.000409665,0.000409665
50,1925.04,1.07065,0.92601,1.2032,0.72645,0.66988,0.72478,0.54422,0.81953,0.77165,1.08226,0.00040565,0.00040565,0.00040565
51,1963.55,1.05629,0.90421,1.19814,0.72923,0.66997,0.72009,0.54294,0.81535,0.81202,1.07396,0.000401636,0.000401636,0.000401636
52,2001.96,1.0476,0.89142,1.19335,0.7591,0.65971,0.7201,0.5392,0.79964,0.79501,1.06803,0.000397621,0.000397621,0.000397621
53,2040.4,1.03162,0.8661,1.17826,0.76389,0.6352,0.71514,0.54048,0.8167,0.78933,1.07994,0.000393606,0.000393606,0.000393606
54,2078.56,1.03987,0.88783,1.1906,0.74469,0.67091,0.72521,0.55209,0.7963,0.77905,1.07503,0.000389592,0.000389592,0.000389592
55,2116.97,1.04802,0.87171,1.18161,0.75035,0.66155,0.72264,0.54916,0.78915,0.77559,1.05653,0.000385577,0.000385577,0.000385577
56,2154.94,1.05136,0.88599,1.18737,0.72635,0.66971,0.71015,0.53291,0.81278,0.80711,1.07314,0.000381563,0.000381563,0.000381563
57,2193.1,1.04149,0.87324,1.18379,0.74121,0.68788,0.72621,0.54898,0.79186,0.77602,1.061,0.000377548,0.000377548,0.000377548
58,2231.34,1.0351,0.86619,1.18247,0.73147,0.66522,0.71608,0.54069,0.78435,0.79931,1.05862,0.000373533,0.000373533,0.000373533
59,2270.16,1.03296,0.86868,1.18603,0.75203,0.664,0.71364,0.54042,0.78077,0.77918,1.05712,0.000369519,0.000369519,0.000369519
60,2308.28,1.02526,0.87363,1.17951,0.73901,0.68105,0.73409,0.55054,0.80192,0.7898,1.06224,0.000365504,0.000365504,0.000365504
61,2346.24,1.01827,0.85891,1.17754,0.73749,0.68834,0.73807,0.56065,0.78517,0.75559,1.06467,0.00036149,0.00036149,0.00036149
62,2384.45,1.03106,0.85072,1.17557,0.76822,0.66727,0.7242,0.54952,0.77954,0.76734,1.05523,0.000357475,0.000357475,0.000357475
63,2422.7,1.01366,0.83376,1.16578,0.7244,0.67566,0.71681,0.54471,0.7771,0.79469,1.05907,0.00035346,0.00035346,0.00035346
64,2460.89,1.01073,0.83023,1.15863,0.76156,0.66529,0.72822,0.55903,0.76895,0.77495,1.05671,0.000349446,0.000349446,0.000349446
65,2498.96,0.99738,0.82807,1.16058,0.70644,0.68961,0.72478,0.55747,0.7873,0.7718,1.05875,0.000345431,0.000345431,0.000345431
66,2537.15,0.99178,0.81692,1.15549,0.71325,0.68974,0.70489,0.53769,0.78287,0.79953,1.06142,0.000341417,0.000341417,0.000341417
67,2575.54,1.00902,0.82721,1.16941,0.7412,0.67625,0.71663,0.55094,0.76839,0.76936,1.05056,0.000337402,0.000337402,0.000337402
68,2613.72,1.01303,0.82848,1.15903,0.77897,0.65792,0.7372,0.55947,0.76484,0.76285,1.0459,0.000333387,0.000333387,0.000333387
69,2652.11,1.00506,0.83229,1.15621,0.75825,0.64931,0.71305,0.54472,0.77264,0.78492,1.05049,0.000329373,0.000329373,0.000329373
70,2690.34,0.99964,0.82763,1.15462,0.76886,0.67454,0.7228,0.55716,0.7627,0.76067,1.04115,0.000325358,0.000325358,0.000325358
71,2728.65,0.99004,0.80959,1.14781,0.76047,0.68344,0.72314,0.55671,0.76722,0.76525,1.05906,0.000321344,0.000321344,0.000321344
72,2766.85,0.99264,0.8115,1.15151,0.76926,0.67217,0.72387,0.5549,0.7662,0.76559,1.05159,0.000317329,0.000317329,0.000317329
73,2805.19,1.0027,0.8217,1.15424,0.7771,0.6748,0.73003,0.56077,0.76095,0.78047,1.04809,0.000313314,0.000313314,0.000313314
74,2843.29,0.98885,0.80424,1.14696,0.78075,0.67665,0.73865,0.56997,0.75907,0.76078,1.04956,0.0003093,0.0003093,0.0003093
75,2881.88,0.97606,0.79651,1.14543,0.7918,0.65095,0.74181,0.56118,0.7787,0.75728,1.07134,0.000305285,0.000305285,0.000305285
76,2920.14,0.98213,0.79862,1.1445,0.77123,0.66755,0.73499,0.5648,0.76665,0.7556,1.05295,0.000301271,0.000301271,0.000301271
77,2958.53,0.96871,0.78111,1.13439,0.77809,0.66122,0.7342,0.56466,0.76776,0.76232,1.0538,0.000297256,0.000297256,0.000297256
78,2996.62,0.96278,0.77184,1.13259,0.72055,0.67439,0.72501,0.55882,0.77162,0.79885,1.05848,0.000293241,0.000293241,0.000293241
79,3035.07,0.9521,0.76717,1.13143,0.75365,0.67671,0.73868,0.56291,0.75788,0.75032,1.04911,0.000289227,0.000289227,0.000289227
80,3073.19,0.96884,0.77956,1.13563,0.76075,0.68543,0.74362,0.57402,0.75972,0.75739,1.04501,0.000285212,0.000285212,0.000285212
81,3111.6,0.96282,0.78505,1.14361,0.77386,0.67211,0.73512,0.56264,0.76715,0.77292,1.05545,0.000281198,0.000281198,0.000281198
82,3149.83,0.97046,0.77982,1.13471,0.73693,0.68364,0.72997,0.56782,0.76105,0.76615,1.05099,0.000277183,0.000277183,0.000277183
83,3188.13,0.95917,0.76741,1.12953,0.75943,0.67807,0.73127,0.55819,0.76141,0.75941,1.04457,0.000273168,0.000273168,0.000273168
84,3226.26,0.95901,0.75417,1.12282,0.73653,0.69043,0.73444,0.56628,0.76353,0.77093,1.0448,0.000269154,0.000269154,0.000269154
85,3264.37,0.93428,0.75348,1.12159,0.79716,0.65173,0.73391,0.56488,0.76428,0.7688,1.04584,0.000265139,0.000265139,0.000265139
86,3302.71,0.95118,0.75122,1.12343,0.7348,0.69963,0.74234,0.57644,0.75199,0.74329,1.03899,0.000261125,0.000261125,0.000261125
87,3341.01,0.93807,0.74992,1.12188,0.77988,0.67079,0.74018,0.57449,0.74853,0.79842,1.03978,0.00025711,0.00025711,0.00025711
88,3379.31,0.93537,0.74138,1.12068,0.76989,0.65674,0.73099,0.56812,0.75521,0.77822,1.04449,0.000253095,0.000253095,0.000253095
89,3418.18,0.94434,0.75022,1.12288,0.77434,0.65679,0.73997,0.57912,0.74464,0.74948,1.03253,0.000249081,0.000249081,0.000249081
90,3456.66,0.94034,0.74589,1.11994,0.72912,0.68509,0.7303,0.5618,0.76172,0.78158,1.04475,0.000245066,0.000245066,0.000245066
91,3494.85,0.92926,0.73296,1.11127,0.77651,0.6564,0.73378,0.56693,0.75631,0.77888,1.0454,0.000241051,0.000241051,0.000241051
92,3533.22,0.92192,0.72396,1.11533,0.79678,0.64507,0.73939,0.57338,0.75814,0.77171,1.04435,0.000237037,0.000237037,0.000237037
93,3571.49,0.92127,0.72673,1.1151,0.72122,0.69179,0.72945,0.56746,0.74136,0.78439,1.03665,0.000233022,0.000233022,0.000233022
94,3609.69,0.91716,0.72328,1.10716,0.75485,0.67366,0.72808,0.57027,0.74728,0.76392,1.03794,0.000229008,0.000229008,0.000229008
95,3647.9,0.91897,0.71923,1.10643,0.79036,0.64594,0.73459,0.57474,0.74566,0.78594,1.03843,0.000224993,0.000224993,0.000224993
96,3686.43,0.92362,0.72848,1.10974,0.77981,0.6759,0.74042,0.57455,0.75494,0.76831,1.04356,0.000220978,0.000220978,0.000220978
97,3724.63,0.92957,0.72877,1.11108,0.80231,0.65232,0.73627,0.57298,0.74831,0.77527,1.03833,0.000216964,0.000216964,0.000216964
98,3763.09,0.91699,0.71735,1.10905,0.76991,0.67632,0.74279,0.5771,0.73897,0.77436,1.04022,0.000212949,0.000212949,0.000212949
99,3801.26,0.91234,0.72383,1.10794,0.78245,0.67566,0.73398,0.56907,0.74264,0.79084,1.03738,0.000208935,0.000208935,0.000208935
100,3839.59,0.90431,0.71055,1.10165,0.71584,0.67956,0.72743,0.57037,0.74911,0.79713,1.04595,0.00020492,0.00020492,0.00020492
101,3877.85,0.90664,0.70207,1.0979,0.72326,0.68974,0.72882,0.57019,0.75315,0.78118,1.03944,0.000200905,0.000200905,0.000200905
102,3916.14,0.90142,0.7005,1.09826,0.78023,0.64808,0.73179,0.57388,0.73322,0.77569,1.03428,0.000196891,0.000196891,0.000196891
103,3954.12,0.89502,0.70901,1.10058,0.76176,0.67633,0.73244,0.57661,0.74106,0.7921,1.04322,0.000192876,0.000192876,0.000192876
104,3992.5,0.90202,0.7086,1.10305,0.79765,0.65047,0.72945,0.57268,0.74271,0.78901,1.04505,0.000188862,0.000188862,0.000188862
105,4030.61,0.89957,0.70518,1.09983,0.76263,0.65744,0.72202,0.56523,0.74769,0.79745,1.04486,0.000184847,0.000184847,0.000184847
106,4068.82,0.90503,0.71138,1.10602,0.7299,0.70569,0.72639,0.57003,0.74174,0.77908,1.04396,0.000180832,0.000180832,0.000180832
107,4106.91,0.89818,0.69597,1.09859,0.76716,0.67326,0.73473,0.57407,0.74739,0.77986,1.04145,0.000176818,0.000176818,0.000176818
108,4145.15,0.87132,0.67769,1.08932,0.74081,0.6816,0.73138,0.57179,0.7362,0.7926,1.04221,0.000172803,0.000172803,0.000172803
109,4183.21,0.8737,0.67149,1.0867,0.71687,0.67871,0.72583,0.57075,0.73293,0.79157,1.03929,0.000168789,0.000168789,0.000168789
110,4221.39,0.88438,0.67881,1.09033,0.79138,0.64363,0.72558,0.57234,0.73905,0.80446,1.04161,0.000164774,0.000164774,0.000164774
111,4259.43,0.87353,0.68631,1.08893,0.72955,0.69471,0.73527,0.57399,0.74089,0.79412,1.04405,0.000160759,0.000160759,0.000160759
112,4297.78,0.87456,0.68148,1.08564,0.73326,0.68487,0.72918,0.56997,0.74127,0.78349,1.04424,0.000156745,0.000156745,0.000156745
113,4335.91,0.87525,0.67491,1.08162,0.77727,0.6432,0.72681,0.57357,0.74098,0.79011,1.0453,0.00015273,0.00015273,0.00015273
114,4374.05,0.86486,0.65956,1.07774,0.74011,0.68372,0.72588,0.57374,0.74243,0.78486,1.04515,0.000148716,0.000148716,0.000148716
115,4412.24,0.86916,0.66542,1.07665,0.75715,0.68059,0.73601,0.58117,0.73734,0.77064,1.04242,0.000144701,0.000144701,0.000144701
116,4450.8,0.85484,0.64821,1.07559,0.75107,0.67411,0.72799,0.57719,0.731,0.79925,1.04334,0.000140686,0.000140686,0.000140686
117,4488.84,0.86003,0.66089,1.08188,0.72123,0.69762,0.7251,0.57468,0.73499,0.77483,1.04742,0.000136672,0.000136672,0.000136672
118,4527.09,0.85791,0.65312,1.07439,0.73996,0.67632,0.72439,0.57441,0.73641,0.79075,1.04716,0.000132657,0.000132657,0.000132657
119,4565.23,0.85558,0.65294,1.07531,0.7703,0.66463,0.7302,0.57664,0.74446,0.77854,1.053,0.000128643,0.000128643,0.000128643
120,4604.05,0.85327,0.65117,1.07235,0.7902,0.6462,0.72476,0.57131,0.74097,0.78828,1.0448,0.000124628,0.000124628,0.000124628
121,4642.18,0.85773,0.64436,1.07183,0.72614,0.68748,0.72356,0.57316,0.74066,0.793,1.05135,0.000120613,0.000120613,0.000120613
122,4680.43,0.85457,0.63821,1.06401,0.71832,0.69595,0.7266,0.57653,0.73295,0.79107,1.04603,0.000116599,0.000116599,0.000116599
123,4718.8,0.85408,0.6594,1.07609,0.79072,0.6475,0.72903,0.57849,0.73273,0.80082,1.04348,0.000112584,0.000112584,0.000112584
124,4757.44,0.83586,0.64496,1.06879,0.79883,0.65196,0.73391,0.58021,0.73119,0.78321,1.04071,0.00010857,0.00010857,0.00010857
125,4795.87,0.85332,0.64979,1.06837,0.76537,0.67971,0.733,0.57942,0.73135,0.80497,1.04015,0.000104555,0.000104555,0.000104555
126,4834.34,0.82712,0.63543,1.06306,0.77433,0.67125,0.73161,0.5796,0.72701,0.81281,1.03863,0.00010054,0.00010054,0.00010054
127,4872.52,0.84059,0.63516,1.06965,0.75718,0.67704,0.72947,0.57729,0.7281,0.80566,1.04224,9.65257e-05,9.65257e-05,9.65257e-05
128,4910.99,0.83446,0.63227,1.06244,0.73723,0.68766,0.73095,0.58121,0.73573,0.82691,1.04747,9.25111e-05,9.25111e-05,9.25111e-05
129,4949.08,0.82233,0.62651,1.06173,0.77097,0.67382,0.73056,0.58134,0.72894,0.80493,1.04411,8.84965e-05,8.84965e-05,8.84965e-05
130,4987.35,0.83996,0.64104,1.06471,0.77772,0.65774,0.73369,0.58337,0.73239,0.79627,1.04345,8.44819e-05,8.44819e-05,8.44819e-05
131,5026,0.83453,0.62546,1.06085,0.79553,0.64356,0.73239,0.58405,0.72624,0.79607,1.04071,8.04673e-05,8.04673e-05,8.04673e-05
132,5064.76,0.85058,0.65024,1.07087,0.72979,0.69074,0.73224,0.58374,0.72696,0.80598,1.03772,7.64527e-05,7.64527e-05,7.64527e-05
133,5103.11,0.84403,0.62751,1.06028,0.76751,0.65836,0.73071,0.58069,0.72238,0.81719,1.03664,7.24381e-05,7.24381e-05,7.24381e-05
134,5141.95,0.81398,0.61262,1.04796,0.75459,0.673,0.72995,0.58124,0.72383,0.81265,1.03635,6.84235e-05,6.84235e-05,6.84235e-05
135,5180.22,0.82687,0.62483,1.05605,0.76377,0.66374,0.72503,0.57925,0.72624,0.81157,1.03584,6.44089e-05,6.44089e-05,6.44089e-05
136,5218.75,0.81935,0.61816,1.05345,0.76641,0.65769,0.72678,0.57767,0.72732,0.81275,1.03934,6.03943e-05,6.03943e-05,6.03943e-05
137,5257.24,0.82242,0.62455,1.05494,0.74126,0.66969,0.72682,0.5755,0.72975,0.80847,1.04247,5.63797e-05,5.63797e-05,5.63797e-05
138,5295.44,0.83143,0.6274,1.06264,0.75864,0.66424,0.72808,0.57976,0.72687,0.79613,1.04246,5.23651e-05,5.23651e-05,5.23651e-05
139,5333.69,0.81715,0.61046,1.04921,0.75497,0.67024,0.7295,0.58108,0.72807,0.79978,1.04201,4.83505e-05,4.83505e-05,4.83505e-05
140,5371.91,0.81955,0.61503,1.04873,0.78535,0.65397,0.72611,0.57879,0.72729,0.79967,1.04127,4.43359e-05,4.43359e-05,4.43359e-05
141,5410.81,0.56001,0.34368,0.89772,0.79441,0.65365,0.72036,0.5713,0.72974,0.80153,1.04298,4.03213e-05,4.03213e-05,4.03213e-05
142,5448.44,0.54089,0.32226,0.89414,0.79668,0.65352,0.72093,0.57153,0.72759,0.80987,1.04451,3.63067e-05,3.63067e-05,3.63067e-05
143,5486.11,0.5361,0.32042,0.89104,0.80019,0.63961,0.72317,0.57613,0.72575,0.81399,1.04596,3.22921e-05,3.22921e-05,3.22921e-05
144,5524.05,0.52671,0.31671,0.88835,0.73891,0.67979,0.72326,0.57762,0.71996,0.81466,1.04291,2.82774e-05,2.82774e-05,2.82774e-05
145,5561.62,0.52882,0.3173,0.88763,0.73945,0.68902,0.72485,0.57972,0.71762,0.80109,1.04127,2.42628e-05,2.42628e-05,2.42628e-05
146,5599.2,0.52147,0.31314,0.888,0.75054,0.68141,0.72427,0.57903,0.71406,0.79954,1.04018,2.02482e-05,2.02482e-05,2.02482e-05
147,5636.82,0.52131,0.31098,0.88602,0.75464,0.68496,0.72584,0.58113,0.71326,0.80354,1.03987,1.62336e-05,1.62336e-05,1.62336e-05
148,5674.91,0.52168,0.30984,0.88527,0.75335,0.68549,0.72406,0.58021,0.7139,0.80872,1.04194,1.2219e-05,1.2219e-05,1.2219e-05
149,5712.97,0.51334,0.30511,0.88282,0.75604,0.68573,0.72363,0.57895,0.71498,0.80777,1.04318,8.20443e-06,8.20443e-06,8.20443e-06
150,5750.82,0.51777,0.30675,0.88197,0.75687,0.6868,0.72439,0.57951,0.71674,0.80918,1.04407,4.18982e-06,4.18982e-06,4.18982e-06
