epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,882.257,1.09177,0.93271,1.2081,0.78587,0.75497,0.82134,0.64989,0.70829,0.6469,0.99072,0.00037565,0.00037565,0.00037565
24,920.324,1.06734,0.91939,1.19742,0.78463,0.7563,0.82216,0.64932,0.69487,0.62936,0.98725,0.000362254,0.000362254,0.000362254
25,958.216,1.09866,0.94421,1.21274,0.8395,0.73347,0.83343,0.65997,0.69878,0.61415,0.98447,0.000348858,0.000348858,0.000348858
26,996.125,1.09231,0.93139,1.20713,0.80657,0.74659,0.83302,0.65845,0.70481,0.63341,0.98917,0.000335462,0.000335462,0.000335462
27,1034.44,1.07112,0.90654,1.1906,0.80861,0.73968,0.83391,0.6587,0.70039,0.62904,0.98847,0.000322066,0.000322066,0.000322066
28,1072.64,1.0645,0.90053,1.18919,0.81604,0.75369,0.83709,0.6594,0.70333,0.61995,0.99024,0.00030867,0.00030867,0.00030867
29,1112.52,1.0721,0.90454,1.19602,0.8317,0.7435,0.83859,0.66947,0.6934,0.60859,0.9853,0.000295274,0.000295274,0.000295274
30,1150.39,1.05426,0.88823,1.18814,0.81985,0.74681,0.82602,0.65718,0.693,0.63599,0.98809,0.000281878,0.000281878,0.000281878
31,1188.2,1.04803,0.88194,1.18839,0.83738,0.75898,0.8463,0.67025,0.69091,0.60346,0.98688,0.000268482,0.000268482,0.000268482
32,1226.57,1.05852,0.89361,1.19413,0.78842,0.76109,0.83941,0.66357,0.693,0.62581,0.98557,0.000255086,0.000255086,0.000255086
33,1264.69,1.04487,0.8803,1.18734,0.81396,0.77939,0.84071,0.66439,0.70246,0.62882,0.99321,0.00024169,0.00024169,0.00024169
34,1304.58,1.03915,0.87692,1.17705,0.80647,0.77544,0.84131,0.66552,0.69792,0.61037,0.98673,0.000228294,0.000228294,0.000228294
35,1342.63,1.03982,0.86845,1.17995,0.81555,0.76612,0.84246,0.66623,0.70065,0.62221,0.99032,0.000214898,0.000214898,0.000214898
36,1380.9,1.05196,0.88205,1.18116,0.81511,0.75284,0.83833,0.6683,0.69757,0.61645,0.98525,0.000201502,0.000201502,0.000201502
37,1419.09,1.03883,0.86102,1.17781,0.82672,0.7415,0.83876,0.66396,0.70111,0.62021,0.98792,0.000188106,0.000188106,0.000188106
38,1457.12,1.03073,0.85803,1.17708,0.79808,0.774,0.83656,0.6642,0.69574,0.61375,0.98497,0.000174711,0.000174711,0.000174711
39,1495.15,1.03971,0.86515,1.17757,0.82772,0.75965,0.84604,0.67157,0.69628,0.61091,0.98757,0.000161315,0.000161315,0.000161315
40,1533.5,1.03976,0.87542,1.18132,0.81923,0.76629,0.84399,0.66973,0.69611,0.61388,0.98706,0.000147919,0.000147919,0.000147919
41,1572.76,0.80915,0.57419,1.02986,0.82669,0.75853,0.84754,0.66793,0.69666,0.59746,0.98903,0.000134523,0.000134523,0.000134523
42,1610.31,0.80093,0.54698,1.02592,0.80837,0.75827,0.83964,0.66564,0.70126,0.61902,0.98962,0.000121127,0.000121127,0.000121127
43,1647.77,0.77941,0.531,1.01352,0.81957,0.76663,0.84342,0.67182,0.68769,0.61458,0.98206,0.000107731,0.000107731,0.000107731
44,1685.78,0.78181,0.57745,1.01779,0.80959,0.76838,0.84354,0.67198,0.68777,0.61697,0.98291,9.43348e-05,9.43348e-05,9.43348e-05
45,1723.39,0.78517,0.52861,1.01538,0.81074,0.76264,0.8435,0.67183,0.68794,0.61551,0.98254,8.09388e-05,8.09388e-05,8.09388e-05
46,1760.87,0.7722,0.51492,1.01188,0.80965,0.76771,0.84101,0.66993,0.68321,0.62224,0.97979,6.75429e-05,6.75429e-05,6.75429e-05
47,1798.44,0.76765,0.50739,1.01138,0.82653,0.74354,0.84497,0.67341,0.68441,0.61874,0.98034,5.41469e-05,5.41469e-05,5.41469e-05
48,1836.12,0.76586,0.49988,0.99971,0.81264,0.75442,0.84399,0.67269,0.68065,0.6239,0.97724,4.0751e-05,4.0751e-05,4.0751e-05
49,1873.28,0.76695,0.50475,1.00382,0.84515,0.74527,0.84776,0.67641,0.68051,0.61375,0.9786,2.7355e-05,2.7355e-05,2.7355e-05
50,1910.65,0.76427,0.50425,1.00418,0.82276,0.75414,0.84563,0.67652,0.68001,0.61958,0.97815,1.3959e-05,1.3959e-05,1.3959e-05
